orderid,orderdate,ordertime,customerid,customername,customercity,customerphone,customeremail,tablenumber,partysize,itemordered,category,itemprice_egp,quantity,discount_egp,paymentmethod,subtotal_egp,vat_egp,servicecharge_egp,deliveryfee_egp,totalbeforetip_egp,tip_egp,total_egp,ordertype,servername,loyaltypointsearned,feedbackrating,branchid,branchcity,branchmanager
ORD001245,2025-03-22,01:06:47,CUST6529,Amr Zaki,Suez,1266563329,amr.zaki@example.com,14.0,4,Grilled Kofta,Food,85,1,0.0,Card,85,11.9,10.2,0,107.1,0.0,107.1,Dine-in,Hassan,2,5,B001,Cairo,Mr. Hassan
ORD001246,2025-08-18,12:52:49,CUST6452,Laila Gaber,Alexandria,1288292466,laila.gaber@example.com,36.0,4,Grilled Kofta,Food,85,2,0.0,Card,170,23.8,20.4,0,214.2,0.0,214.2,Dine-in,Amr,4,3,B004,Mansoura,Mrs. Laila
ORD001247,2025-06-12,01:01:09,CUST6959,Youssef Yassin,Ismailia,1146215864,youssef.yassin@example.com,0.0,2,Fattah,Food,90,1,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Takeaway,Karim,2,1,B005,Tanta,Mr. Omar
ORD001248,2025-08-24,09:07:40,CUST4367,Khaled Yassin,Minya,1146081427,khaled.yassin@example.com,0.0,8,Bottled Water,Drink,8,2,0.0,Card,16,2.24,1.92,30,50.16,7.63,57.79,Delivery,Amr,1,1,B004,Mansoura,Mrs. Laila
ORD001249,2025-04-27,08:36:48,CUST4316,Rania Farid,Tanta,1119964119,rania.farid@example.com,3.0,6,Arabic Coffee,Drink,25,3,0.0,Cash,75,10.5,9.0,0,94.5,0.0,94.5,Dine-in,Mona,1,4,B002,Giza,Mrs. Salma
ORD001250,2025-05-01,23:39:16,CUST9459,Amr Hassan,Tanta,1234902907,amr.hassan@example.com,32.0,3,Soft Drink (Can),Drink,18,3,0.0,Card,54,7.56,6.48,0,68.04,27.78,95.82,Dine-in,Hassan,1,3,B004,Mansoura,Mrs. Laila
ORD001251,2025-05-08,07:24:57,CUST6456,Nadia Fouad,Alexandria,1194093976,nadia.fouad@example.com,3.0,3,Umm Ali (Dessert),Dessert,35,1,0.0,Cash,35,4.9,4.2,0,44.1,23.5,67.6,Dine-in,Hassan,1,5,B005,Tanta,Mr. Omar
ORD001252,2025-07-09,21:53:54,CUST9503,Amr Yassin,Cairo,1219205956,amr.yassin@example.com,6.0,5,Koshari,Food,45,2,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Salma,2,4,B001,Cairo,Mr. Hassan
ORD001253,2024-12-21,19:48:11,CUST7782,Walid Hassan,Suez,1254787645,walid.hassan@example.com,36.0,3,Hawawshi,Food,55,3,0.0,Card,165,23.1,19.8,0,207.9,0.0,207.9,Dine-in,Karim,4,1,B002,Giza,Mrs. Salma
ORD001254,2024-11-24,08:49:25,CUST8070,Dina Fathy,Minya,1085036915,dina.fathy@example.com,0.0,6,Grilled Kofta,Food,85,4,0.0,Cash,340,47.6,40.8,0,428.4,15.66,444.06,Takeaway,Omar,8,2,B001,Cairo,Mr. Hassan
ORD001255,2025-07-14,08:33:29,CUST8683,Tamer Fathy,Zagazig,1178801845,tamer.fathy@example.com,0.0,4,Falafel Sandwich,Food,25,3,11.25,Card,75,10.5,9.0,30,113.25,0.0,113.25,Delivery,Laila,2,3,B004,Mansoura,Mrs. Laila
ORD001256,2024-11-21,09:28:49,CUST2499,Laila Karim,Giza,1061867968,laila.karim@example.com,0.0,3,Baklava (Dessert),Dessert,40,2,0.0,Cash,80,11.2,9.6,15,115.8,7.53,123.33,Delivery,Mona,2,4,B001,Cairo,Mr. Hassan
ORD001257,2025-01-15,15:42:15,CUST3911,Laila Zaki,Alexandria,1152240254,laila.zaki@example.com,34.0,3,Grilled Kofta,Food,85,1,0.0,Card,85,11.9,10.2,0,107.1,19.51,126.61,Dine-in,Hassan,2,3,B001,Cairo,Mr. Hassan
ORD001258,2025-02-12,20:42:36,CUST6637,Omar Zaki,Ismailia,1063182841,omar.zaki@example.com,6.0,3,Bottled Water,Drink,8,2,1.6,Cash,16,2.24,1.92,0,18.56,36.46,55.02,Dine-in,Mona,1,4,B005,Tanta,Mr. Omar
ORD001259,2025-05-31,17:35:17,CUST3963,Hassan Karim,Mansoura,1195527978,hassan.karim@example.com,11.0,1,Karkade (Hibiscus Tea),Drink,25,1,0.0,Cash,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Karim,0,1,B005,Tanta,Mr. Omar
ORD001260,2025-05-29,08:22:53,CUST2490,Rania Mahmoud,Cairo,1047211692,rania.mahmoud@example.com,25.0,3,Grilled Kofta,Food,85,2,0.0,Cash,170,23.8,20.4,0,214.2,0.0,214.2,Dine-in,Laila,4,2,B004,Mansoura,Mrs. Laila
ORD001261,2024-11-17,17:45:08,CUST1595,Nour Ali,Cairo,1286693202,nour.ali@example.com,36.0,1,Iced Tea,Drink,22,2,0.0,Cash,44,6.16,5.28,0,55.44,0.0,55.44,Dine-in,Salma,1,2,B002,Giza,Mrs. Salma
ORD001262,2025-02-05,15:01:07,CUST1446,Mona Mostafa,Alexandria,1127723022,mona.mostafa@example.com,21.0,7,Molokhia with Rice,Food,60,3,0.0,Card,180,25.2,21.6,0,226.8,0.0,226.8,Dine-in,Laila,4,2,B001,Cairo,Mr. Hassan
ORD001263,2025-08-25,01:06:13,CUST6950,Sara Yassin,Zagazig,1037775045,sara.yassin@example.com,0.0,3,Koshari,Food,45,4,0.0,Card,180,25.2,21.6,30,256.8,0.0,256.8,Delivery,Karim,5,3,B001,Cairo,Mr. Hassan
ORD001264,2025-03-22,10:03:22,CUST6069,Sara Hafez,Mansoura,1186109929,sara.hafez@example.com,0.0,3,Basbousa (Dessert),Dessert,30,1,0.0,Cash,30,4.2,3.6,25,62.8,39.31,102.11,Delivery,Dina,2,4,B003,Alexandria,Mr. Karim
ORD001265,2024-12-04,18:51:59,CUST4625,Rania Karim,Fayoum,1177695451,rania.karim@example.com,2.0,4,Koshari,Food,45,2,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Laila,2,3,B001,Cairo,Mr. Hassan
ORD001266,2024-10-23,19:23:46,CUST6080,Nadia Gaber,Mansoura,1226277529,nadia.gaber@example.com,18.0,2,Koshari,Food,45,2,0.0,Card,90,12.6,10.8,0,113.4,27.16,140.56,Dine-in,Dina,2,3,B005,Tanta,Mr. Omar
ORD001267,2025-06-23,04:18:34,CUST5758,Amr Zaki,Tanta,1231654232,amr.zaki@example.com,0.0,1,Fattah,Food,90,1,0.0,Mobile Wallet,90,12.6,10.8,15,128.4,8.32,136.72,Delivery,Dina,2,1,B005,Tanta,Mr. Omar
ORD001268,2025-04-08,17:13:36,CUST9971,Rania Hassan,Minya,1212123747,rania.hassan@example.com,0.0,3,Fresh Juice (Mango),Drink,40,1,0.0,Cash,40,5.6,4.8,0,50.4,39.41,89.81,Takeaway,Karim,1,4,B004,Mansoura,Mrs. Laila
ORD001269,2025-03-20,15:11:44,CUST6805,Ahmed Mahmoud,Minya,1062539857,ahmed.mahmoud@example.com,42.0,1,Shawarma Sandwich,Food,50,1,0.0,Mobile Wallet,50,7.0,6.0,0,63.0,11.87,74.87,Dine-in,Amr,1,3,B004,Mansoura,Mrs. Laila
ORD001270,2025-04-14,18:54:14,CUST9176,Fatma Hassan,Alexandria,1044506224,fatma.hassan@example.com,0.0,7,Karkade (Hibiscus Tea),Drink,25,3,0.0,Cash,75,10.5,9.0,15,109.5,0.0,109.5,Delivery,Dina,2,2,B003,Alexandria,Mr. Karim
ORD001271,2025-03-26,08:27:07,CUST7170,Nour Karim,Tanta,1129146991,nour.karim@example.com,47.0,7,Iced Tea,Drink,22,2,0.0,Card,44,6.16,5.28,0,55.44,0.0,55.44,Dine-in,Omar,1,3,B002,Giza,Mrs. Salma
ORD001272,2024-10-12,21:31:10,CUST5859,Aya Farid,Zagazig,1112056964,aya.farid@example.com,36.0,7,Molokhia with Rice,Food,60,2,6.0,Mobile Wallet,120,16.8,14.4,0,145.2,0.0,145.2,Dine-in,Laila,2,2,B003,Alexandria,Mr. Karim
ORD001273,2025-03-01,19:44:52,CUST5166,Omar Yassin,Ismailia,1228656008,omar.yassin@example.com,38.0,2,Basbousa (Dessert),Dessert,30,5,0.0,Cash,150,21.0,18.0,0,189.0,23.22,212.22,Dine-in,Karim,4,3,B003,Alexandria,Mr. Karim
ORD001274,2024-10-09,21:22:39,CUST9544,Mona Mahmoud,Minya,1249879782,mona.mahmoud@example.com,29.0,1,Mahshi (Stuffed Vegetables),Food,70,4,0.0,Card,280,39.2,33.6,0,352.8,0.0,352.8,Dine-in,Hassan,7,2,B002,Giza,Mrs. Salma
ORD001275,2025-02-05,20:28:36,CUST3781,Hassan Ali,Mansoura,1298371514,hassan.ali@example.com,6.0,1,Iced Tea,Drink,22,1,1.1,Mobile Wallet,22,3.08,2.64,0,26.62,0.0,26.62,Dine-in,Dina,0,3,B001,Cairo,Mr. Hassan
ORD001276,2025-03-27,20:48:11,CUST7061,Khaled Hafez,Cairo,1062125840,khaled.hafez@example.com,16.0,7,Baklava (Dessert),Dessert,40,2,0.0,Cash,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Mona,2,4,B002,Giza,Mrs. Salma
ORD001277,2025-05-14,03:51:34,CUST4345,Youssef Yassin,Fayoum,1264506267,youssef.yassin@example.com,40.0,3,Fattah,Food,90,2,9.0,Card,180,25.2,21.6,0,217.8,0.0,217.8,Dine-in,Dina,4,4,B001,Cairo,Mr. Hassan
ORD001278,2024-11-09,22:23:33,CUST1997,Amr Mahmoud,Minya,1164867296,amr.mahmoud@example.com,0.0,6,Fresh Juice (Mango),Drink,40,2,0.0,Card,80,11.2,9.6,0,100.8,0.0,100.8,Takeaway,Dina,2,1,B005,Tanta,Mr. Omar
ORD001279,2024-12-28,10:13:22,CUST6783,Mohamed Naguib,Giza,1251030729,mohamed.naguib@example.com,16.0,4,Bottled Water,Drink,8,1,0.0,Cash,8,1.12,0.96,0,10.08,25.3,35.38,Dine-in,Karim,0,5,B004,Mansoura,Mrs. Laila
ORD001280,2024-11-03,09:41:39,CUST1135,Omar Gaber,Zagazig,1254955799,omar.gaber@example.com,0.0,4,Lentil Soup,Food,30,3,0.0,Card,90,12.6,10.8,20,133.4,13.61,147.01,Delivery,Amr,2,3,B005,Tanta,Mr. Omar
ORD001281,2024-11-02,15:11:25,CUST9793,Mona Zaki,Fayoum,1214741023,mona.zaki@example.com,50.0,2,Fresh Juice (Orange),Drink,30,2,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Dina,1,2,B001,Cairo,Mr. Hassan
ORD001282,2025-03-05,01:28:06,CUST9011,Laila Fouad,Cairo,1282647704,laila.fouad@example.com,0.0,4,Grilled Chicken Half,Food,75,2,0.0,Card,150,21.0,18.0,25,214.0,0.0,214.0,Delivery,Laila,4,4,B005,Tanta,Mr. Omar
ORD001283,2024-11-12,03:32:36,CUST2067,Tamer Zaki,Giza,1212332416,tamer.zaki@example.com,0.0,1,Fresh Juice (Mango),Drink,40,2,0.0,Card,80,11.2,9.6,20,120.8,0.0,120.8,Delivery,Omar,2,3,B003,Alexandria,Mr. Karim
ORD001284,2025-09-16,11:06:01,CUST5544,Ahmed Zaki,Minya,1225617165,ahmed.zaki@example.com,0.0,2,Fresh Juice (Orange),Drink,30,2,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Takeaway,Salma,1,1,B003,Alexandria,Mr. Karim
ORD001285,2025-07-04,05:57:15,CUST7105,Nadia Fathy,Minya,1252206614,nadia.fathy@example.com,39.0,5,Sahlab,Drink,35,2,0.0,Cash,70,9.8,8.4,0,88.2,30.06,118.26,Dine-in,Salma,2,2,B003,Alexandria,Mr. Karim
ORD001286,2024-12-15,13:30:31,CUST9012,Mohamed Sayed,Fayoum,1086634982,mohamed.sayed@example.com,43.0,8,Rice with Vermicelli,Food,28,1,0.0,Card,28,3.92,3.36,0,35.28,0.0,35.28,Dine-in,Omar,0,1,B002,Giza,Mrs. Salma
ORD001287,2025-01-15,13:34:15,CUST4132,Ahmed Fouad,Ismailia,1179573553,ahmed.fouad@example.com,42.0,5,Shawarma Sandwich,Food,50,2,0.0,Card,100,14.0,12.0,0,126.0,0.0,126.0,Dine-in,Mona,2,4,B001,Cairo,Mr. Hassan
ORD001288,2025-09-15,01:33:05,CUST6803,Sara Farid,Giza,1110997753,sara.farid@example.com,11.0,3,Falafel Sandwich,Food,25,1,0.0,Card,25,3.5,3.0,0,31.5,28.16,59.66,Dine-in,Laila,1,2,B005,Tanta,Mr. Omar
ORD001289,2024-10-05,10:52:00,CUST2103,Youssef Karim,Suez,1135874262,youssef.karim@example.com,0.0,1,Mixed Grill Plate,Food,140,2,0.0,Card,280,39.2,33.6,25,377.8,0.0,377.8,Delivery,Karim,7,4,B001,Cairo,Mr. Hassan
ORD001290,2024-10-13,06:24:09,CUST2780,Nour Fathy,Minya,1013378572,nour.fathy@example.com,29.0,2,Baklava (Dessert),Dessert,40,1,0.0,Mobile Wallet,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Omar,1,1,B003,Alexandria,Mr. Karim
ORD001291,2025-08-04,04:52:07,CUST6302,Aya Yassin,Minya,1170675054,aya.yassin@example.com,0.0,6,Mahshi (Stuffed Vegetables),Food,70,5,35.0,Card,350,49.0,42.0,0,406.0,19.08,425.08,Takeaway,Laila,8,1,B001,Cairo,Mr. Hassan
ORD001292,2025-04-17,16:51:59,CUST9563,Rania Mahmoud,Mansoura,1236084448,rania.mahmoud@example.com,3.0,1,Karkade (Hibiscus Tea),Drink,25,1,0.0,Card,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Amr,0,3,B004,Mansoura,Mrs. Laila
ORD001293,2024-09-21,16:07:03,CUST9504,Walid Hassan,Tanta,1078216886,walid.hassan@example.com,0.0,3,Arabic Coffee,Drink,25,4,10.0,Card,100,14.0,12.0,30,146.0,0.0,146.0,Delivery,Amr,2,1,B004,Mansoura,Mrs. Laila
ORD001294,2024-12-06,13:51:39,CUST5297,Amr Hassan,Suez,1139196386,amr.hassan@example.com,49.0,4,Mahshi (Stuffed Vegetables),Food,70,1,3.5,Card,70,9.8,8.4,0,84.7,36.88,121.58,Dine-in,Karim,2,5,B002,Giza,Mrs. Salma
ORD001295,2025-04-07,20:41:08,CUST1113,Nour Ali,Cairo,1240763894,nour.ali@example.com,1.0,4,Turkish Coffee,Drink,20,4,0.0,Card,80,11.2,9.6,0,100.8,7.83,108.63,Dine-in,Omar,2,4,B004,Mansoura,Mrs. Laila
ORD001296,2024-12-25,22:27:43,CUST4029,Dina Sayed,Suez,1264643010,dina.sayed@example.com,36.0,4,Mahshi (Stuffed Vegetables),Food,70,1,0.0,Mobile Wallet,70,9.8,8.4,0,88.2,29.45,117.65,Dine-in,Laila,2,5,B001,Cairo,Mr. Hassan
ORD001297,2025-04-22,16:26:06,CUST2231,Aya Ali,Mansoura,1287797891,aya.ali@example.com,0.0,2,Fresh Juice (Orange),Drink,30,1,0.0,Cash,30,4.2,3.6,15,52.8,0.0,52.8,Delivery,Mona,1,4,B001,Cairo,Mr. Hassan
ORD001298,2025-05-28,22:57:55,CUST4907,Laila Gaber,Tanta,1073560263,laila.gaber@example.com,49.0,3,Umm Ali (Dessert),Dessert,35,2,7.0,Cash,70,9.8,8.4,0,81.2,0.0,81.2,Dine-in,Amr,1,3,B005,Tanta,Mr. Omar
ORD001299,2025-04-03,11:29:36,CUST2162,Ahmed Ali,Cairo,1088874411,ahmed.ali@example.com,6.0,2,Karkade (Hibiscus Tea),Drink,25,1,3.75,Card,25,3.5,3.0,0,27.75,0.0,27.75,Dine-in,Dina,0,5,B002,Giza,Mrs. Salma
ORD001300,2025-07-08,19:12:53,CUST1948,Salma Fouad,Alexandria,1070134699,salma.fouad@example.com,42.0,6,Fattah,Food,90,2,0.0,Card,180,25.2,21.6,0,226.8,0.0,226.8,Dine-in,Amr,4,5,B005,Tanta,Mr. Omar
ORD001301,2025-06-28,00:55:21,CUST3435,Laila Yassin,Alexandria,1068877449,laila.yassin@example.com,0.0,3,Fresh Juice (Orange),Drink,30,2,0.0,Mobile Wallet,60,8.4,7.2,25,100.6,0.0,100.6,Delivery,Karim,2,2,B001,Cairo,Mr. Hassan
ORD001302,2025-08-01,09:35:21,CUST7370,Dina Gaber,Cairo,1087309897,dina.gaber@example.com,18.0,2,Molokhia with Rice,Food,60,5,0.0,Cash,300,42.0,36.0,0,378.0,0.0,378.0,Dine-in,Hassan,7,3,B003,Alexandria,Mr. Karim
ORD001303,2025-03-06,19:02:00,CUST2723,Fatma Hassan,Suez,1066348425,fatma.hassan@example.com,0.0,2,Baklava (Dessert),Dessert,40,1,0.0,Cash,40,5.6,4.8,25,75.4,0.0,75.4,Delivery,Amr,1,1,B004,Mansoura,Mrs. Laila
ORD001304,2025-09-12,18:11:44,CUST4626,Omar Yassin,Ismailia,1164657165,omar.yassin@example.com,2.0,4,Mahshi (Stuffed Vegetables),Food,70,1,0.0,Card,70,9.8,8.4,0,88.2,13.41,101.61,Dine-in,Hassan,2,4,B003,Alexandria,Mr. Karim
ORD001305,2025-07-14,22:13:10,CUST8774,Nour Karim,Minya,1283656035,nour.karim@example.com,17.0,3,Basbousa (Dessert),Dessert,30,3,0.0,Card,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Dina,2,4,B001,Cairo,Mr. Hassan
ORD001306,2025-09-04,19:21:19,CUST9309,Khaled Ali,Mansoura,1174673113,khaled.ali@example.com,0.0,2,Fresh Juice (Mango),Drink,40,2,0.0,Cash,80,11.2,9.6,30,130.8,16.87,147.67,Delivery,Salma,2,4,B001,Cairo,Mr. Hassan
ORD001307,2025-04-13,22:19:19,CUST9405,Youssef Fathy,Tanta,1182655645,youssef.fathy@example.com,0.0,3,Falafel Sandwich,Food,25,3,0.0,Card,75,10.5,9.0,0,94.5,9.57,104.07,Takeaway,Omar,2,3,B001,Cairo,Mr. Hassan
ORD001308,2024-11-27,17:15:11,CUST6757,Amr Fathy,Cairo,1026178913,amr.fathy@example.com,31.0,4,Falafel Sandwich,Food,25,2,0.0,Card,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Mona,1,4,B001,Cairo,Mr. Hassan
ORD001309,2025-06-25,18:31:13,CUST1055,Laila Fathy,Minya,1031722927,laila.fathy@example.com,38.0,2,Grilled Chicken Half,Food,75,2,0.0,Card,150,21.0,18.0,0,189.0,0.0,189.0,Dine-in,Omar,3,2,B004,Mansoura,Mrs. Laila
ORD001310,2024-12-26,02:05:35,CUST2475,Fatma Mostafa,Fayoum,1211289447,fatma.mostafa@example.com,33.0,4,Rice with Vermicelli,Food,28,1,0.0,Cash,28,3.92,3.36,0,35.28,0.0,35.28,Dine-in,Mona,0,5,B005,Tanta,Mr. Omar
ORD001311,2025-03-16,12:00:02,CUST1050,Dina Zaki,Suez,1093838498,dina.zaki@example.com,0.0,2,Grilled Kofta,Food,85,2,0.0,Card,170,23.8,20.4,25,239.2,0.0,239.2,Delivery,Omar,4,2,B003,Alexandria,Mr. Karim
ORD001312,2025-09-03,02:12:39,CUST1701,Sara Fouad,Minya,1170171070,sara.fouad@example.com,24.0,2,Fresh Juice (Mango),Drink,40,2,0.0,Cash,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Hassan,2,4,B001,Cairo,Mr. Hassan
ORD001313,2025-07-19,10:26:48,CUST6584,Amr Hassan,Zagazig,1174269483,amr.hassan@example.com,0.0,3,Turkish Coffee,Drink,20,1,0.0,Card,20,2.8,2.4,30,55.2,0.0,55.2,Delivery,Hassan,1,4,B004,Mansoura,Mrs. Laila
ORD001314,2025-08-05,10:59:16,CUST2907,Nadia Fouad,Giza,1256019573,nadia.fouad@example.com,13.0,8,Baklava (Dessert),Dessert,40,3,0.0,Cash,120,16.8,14.4,0,151.2,29.28,180.48,Dine-in,Amr,3,5,B004,Mansoura,Mrs. Laila
ORD001315,2025-06-17,15:40:50,CUST2497,Walid Karim,Tanta,1040889293,walid.karim@example.com,49.0,3,Umm Ali (Dessert),Dessert,35,1,0.0,Mobile Wallet,35,4.9,4.2,0,44.1,0.0,44.1,Dine-in,Dina,0,3,B004,Mansoura,Mrs. Laila
ORD001316,2025-07-19,20:38:22,CUST1273,Amr Gaber,Mansoura,1134247553,amr.gaber@example.com,0.0,1,Mahshi (Stuffed Vegetables),Food,70,3,0.0,Card,210,29.4,25.2,20,284.6,0.0,284.6,Delivery,Amr,5,5,B004,Mansoura,Mrs. Laila
ORD001317,2025-02-11,08:28:08,CUST1822,Salma Naguib,Giza,1272579384,salma.naguib@example.com,0.0,2,Karkade (Hibiscus Tea),Drink,25,1,2.5,Card,25,3.5,3.0,15,44.0,0.0,44.0,Delivery,Laila,0,3,B003,Alexandria,Mr. Karim
ORD001318,2024-10-28,18:28:12,CUST3262,Amr Karim,Fayoum,1070422800,amr.karim@example.com,40.0,1,Falafel Sandwich,Food,25,1,0.0,Card,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Omar,0,3,B002,Giza,Mrs. Salma
ORD001319,2025-09-17,17:49:57,CUST2149,Fatma Karim,Mansoura,1153425075,fatma.karim@example.com,0.0,4,Sahlab,Drink,35,2,0.0,Cash,70,9.8,8.4,15,103.2,0.0,103.2,Delivery,Amr,2,5,B004,Mansoura,Mrs. Laila
ORD001320,2024-11-07,19:08:52,CUST5088,Mohamed Mostafa,Mansoura,1156769246,mohamed.mostafa@example.com,29.0,5,Mahshi (Stuffed Vegetables),Food,70,1,0.0,Cash,70,9.8,8.4,0,88.2,32.56,120.76,Dine-in,Omar,2,1,B002,Giza,Mrs. Salma
ORD001321,2025-02-19,19:22:14,CUST8957,Ibrahim Fathy,Minya,1191363583,ibrahim.fathy@example.com,0.0,4,Arabic Coffee,Drink,25,3,0.0,Cash,75,10.5,9.0,15,109.5,26.05,135.55,Delivery,Laila,2,2,B004,Mansoura,Mrs. Laila
ORD001322,2024-10-18,18:37:19,CUST7908,Dina Ali,Zagazig,1188198069,dina.ali@example.com,8.0,4,Koshari,Food,45,2,0.0,Cash,90,12.6,10.8,0,113.4,10.71,124.11,Dine-in,Omar,2,3,B002,Giza,Mrs. Salma
ORD001323,2025-04-23,06:54:02,CUST9656,Omar Mostafa,Fayoum,1164181318,omar.mostafa@example.com,37.0,2,Fattah,Food,90,1,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Amr,2,5,B005,Tanta,Mr. Omar
ORD001324,2025-05-02,08:07:42,CUST7403,Rania Zaki,Cairo,1274280797,rania.zaki@example.com,34.0,2,Bottled Water,Drink,8,1,0.0,Mobile Wallet,8,1.12,0.96,0,10.08,0.0,10.08,Dine-in,Salma,0,3,B005,Tanta,Mr. Omar
ORD001325,2024-10-02,16:47:53,CUST5674,Rania Hassan,Tanta,1144951912,rania.hassan@example.com,30.0,2,Baklava (Dessert),Dessert,40,2,8.0,Cash,80,11.2,9.6,0,92.8,24.63,117.43,Dine-in,Mona,2,1,B005,Tanta,Mr. Omar
ORD001326,2025-01-25,14:33:14,CUST5137,Ibrahim Zaki,Alexandria,1273787464,ibrahim.zaki@example.com,18.0,5,Baklava (Dessert),Dessert,40,3,0.0,Cash,120,16.8,14.4,0,151.2,0.0,151.2,Dine-in,Omar,3,4,B001,Cairo,Mr. Hassan
ORD001327,2024-12-19,18:50:27,CUST8353,Salma Ibrahim,Suez,1040653681,salma.ibrahim@example.com,21.0,2,Sahlab,Drink,35,2,0.0,Cash,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Dina,1,5,B004,Mansoura,Mrs. Laila
ORD001328,2025-03-23,09:49:23,CUST8521,Ahmed Fouad,Ismailia,1113946400,ahmed.fouad@example.com,7.0,1,Turkish Coffee,Drink,20,4,0.0,Cash,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Dina,2,4,B004,Mansoura,Mrs. Laila
ORD001329,2025-08-09,03:18:31,CUST8833,Nour Yassin,Minya,1022346755,nour.yassin@example.com,49.0,8,Fresh Juice (Mango),Drink,40,2,4.0,Card,80,11.2,9.6,0,96.8,0.0,96.8,Dine-in,Amr,1,1,B004,Mansoura,Mrs. Laila
ORD001330,2025-09-03,04:36:40,CUST4808,Laila Yassin,Suez,1137867592,laila.yassin@example.com,0.0,3,Grilled Chicken Half,Food,75,2,7.5,Card,150,21.0,18.0,0,181.5,0.0,181.5,Takeaway,Amr,3,3,B001,Cairo,Mr. Hassan
ORD001331,2025-05-12,19:01:20,CUST5142,Amr Mostafa,Zagazig,1186104367,amr.mostafa@example.com,32.0,2,Rice with Vermicelli,Food,28,1,0.0,Cash,28,3.92,3.36,0,35.28,0.0,35.28,Dine-in,Omar,0,5,B003,Alexandria,Mr. Karim
ORD001332,2025-01-07,10:31:02,CUST2690,Omar Karim,Ismailia,1132868968,omar.karim@example.com,4.0,5,Turkish Coffee,Drink,20,2,6.0,Cash,40,5.6,4.8,0,44.4,13.91,58.31,Dine-in,Karim,1,5,B001,Cairo,Mr. Hassan
ORD001333,2025-09-09,01:13:39,CUST1386,Tamer Ibrahim,Cairo,1143030347,tamer.ibrahim@example.com,0.0,2,Koshari,Food,45,1,0.0,Cash,45,6.3,5.4,0,56.7,0.0,56.7,Takeaway,Hassan,1,1,B001,Cairo,Mr. Hassan
ORD001334,2025-05-09,07:46:04,CUST3775,Youssef Sayed,Giza,1127855368,youssef.sayed@example.com,0.0,2,Lentil Soup,Food,30,2,0.0,Cash,60,8.4,7.2,0,75.6,0.0,75.6,Takeaway,Omar,1,2,B004,Mansoura,Mrs. Laila
ORD001335,2025-03-01,05:06:37,CUST9474,Nadia Zaki,Giza,1233428258,nadia.zaki@example.com,31.0,2,Iced Tea,Drink,22,2,0.0,Card,44,6.16,5.28,0,55.44,0.0,55.44,Dine-in,Salma,1,2,B003,Alexandria,Mr. Karim
ORD001336,2025-03-06,03:48:20,CUST6090,Omar Hassan,Giza,1245936923,omar.hassan@example.com,17.0,4,Baklava (Dessert),Dessert,40,1,0.0,Cash,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Karim,1,5,B003,Alexandria,Mr. Karim
ORD001337,2024-10-08,11:28:38,CUST7789,Nour Karim,Cairo,1020443908,nour.karim@example.com,35.0,2,Turkish Coffee,Drink,20,1,0.0,Mobile Wallet,20,2.8,2.4,0,25.2,11.32,36.52,Dine-in,Amr,0,3,B002,Giza,Mrs. Salma
ORD001338,2024-12-09,04:32:30,CUST5188,Nadia Ali,Zagazig,1167644942,nadia.ali@example.com,48.0,1,Arabic Coffee,Drink,25,3,0.0,Cash,75,10.5,9.0,0,94.5,39.26,133.76,Dine-in,Laila,2,2,B004,Mansoura,Mrs. Laila
ORD001339,2024-12-27,23:16:43,CUST5959,Mohamed Karim,Fayoum,1292899883,mohamed.karim@example.com,12.0,4,Fresh Juice (Orange),Drink,30,2,0.0,Cash,60,8.4,7.2,0,75.6,16.69,92.29,Dine-in,Salma,1,3,B003,Alexandria,Mr. Karim
ORD001340,2025-08-04,11:43:05,CUST3951,Hassan Hafez,Minya,1081531241,hassan.hafez@example.com,43.0,5,Iced Tea,Drink,22,3,0.0,Card,66,9.24,7.92,0,83.16,31.55,114.71,Dine-in,Omar,2,4,B003,Alexandria,Mr. Karim
ORD001341,2025-08-12,17:53:33,CUST2195,Laila Naguib,Tanta,1072169465,laila.naguib@example.com,0.0,2,Grilled Kofta,Food,85,1,0.0,Card,85,11.9,10.2,30,137.1,0.0,137.1,Delivery,Karim,2,3,B001,Cairo,Mr. Hassan
